id,purpose,description,sentiment,sentiment_score,sentiment_confidence,text_length,word_count,sentence_count,has_positive_words,has_negative_words,has_financial_terms,target_5%,default_prob_5%,target_10%,default_prob_10%,target_15%,default_prob_15%
1793,medical,Need loan for healthcare expenses.,NEUTRAL,0.5,0.6730872243564823,34,5,2,0,0,0,1,0.09503759153503717,0,0.14398611694052202,0,0.20422566089986036
1794,education,Need funding for educational expenses. I have various education costs to cover. My employment is stable and I have typical payment history. I am committed to meeting my financial commitments. I have carefully planned my budget to accommodate this loan payment.,NEUTRAL,0.4983333333333333,0.6340921151016224,260,41,6,1,0,1,0,0.19342485808021992,1,0.23585873594654086,0,0.2926168563395503
1795,debt_consolidation,Looking to consolidate multiple credit cards with high interest rates.,POSITIVE,0.54,0.7746192912231378,70,10,2,0,0,1,0,0.1485735973167257,0,0.1957495770341279,0,0.2521656516504114
1796,medical,Planning elective surgery with good insurance coverage. I have stable income and excellent credit. I have stable income and good credit score with no late payments. I have a solid plan for managing this debt responsibly.,POSITIVE,0.7291666666666666,0.6238566439452846,220,36,5,1,0,1,0,0.14138802046240023,1,0.19635915790419575,0,0.24404508914127365
1797,education,Looking to finance my education. I have several educational expenses to pay. I have a regular income and standard credit history. I plan to manage this loan responsibly.,NEUTRAL,0.545,0.6627151884043906,169,28,5,0,0,1,1,0.1562004265535791,0,0.2082108872309787,0,0.25718141792398247
1798,medical,Need medical procedure that's well-planned. I have good health insurance and financial stability. I have stable income and good credit score with no late payments. I have carefully considered this financial decision.,POSITIVE,0.6035714285714285,0.8276022290695926,216,32,5,1,0,1,0,0.15313211184887643,0,0.2092228317074162,0,0.2611703654307139
1799,home_improvement,Looking to remodel my bathroom to modernize the house.,POSITIVE,0.5,0.7272152386654253,54,9,2,0,0,0,0,0.09613573091968448,0,0.14524742585206915,0,0.19431160656798943
1800,business,Expanding my successful small business. I have excellent credit and proven track record. I have excellent credit history and stable employment. I have a solid plan for managing this debt responsibly.,POSITIVE,0.725,0.7542896872636399,199,31,5,1,0,1,1,0.13657076449808692,0,0.19298890727476736,0,0.23022086359306407
1801,education,Looking to finance my education. I have several educational expenses to pay. I have consistent income and average credit score. I plan to manage this loan responsibly. I have carefully planned my budget to accommodate this loan payment.,NEUTRAL,0.5375,0.777079850491377,236,38,6,0,0,1,0,0.18453935641893748,1,0.22646083380361273,0,0.2756715659725865
1802,business,Need funding for business expansion. I have various growth opportunities planned. I have standard credit history and stable employment. I plan to manage this loan responsibly. I have discussed this with my financial advisor and feel confident about this decision.,NEUTRAL,0.57,0.844910853635015,263,40,6,1,0,1,0,0.1748984788582266,0,0.21985477099112222,0,0.2775709726551318
1803,education,Need to finish degree but struggling financially.,NEGATIVE,0.5,0.7315375909609498,49,7,2,0,1,1,1,0.1251272143462287,0,0.1773236941681295,1,0.2280177450557975
1804,education,Need to finish degree but struggling financially. Have some payment issues due to reduced income. I've been struggling financially and have missed some payments. I am uncertain about my ability to repay.,NEGATIVE,0.4791666666666667,0.9059556097671202,203,32,5,0,1,1,1,0.16403731584159348,0,0.21658429588274258,1,0.27350052563307425
1805,debt_consolidation,Need to consolidate debts because I'm struggling to make minimum payments. Have some late payments recently. I have some payment problems and my income is irregular. I am facing financial challenges.,NEGATIVE,0.45,0.9150442804128036,199,31,5,0,1,1,0,0.18548341601046417,0,0.2529833847603053,0,0.29405914315251547
1806,medical,Need funding for medical expenses.,NEUTRAL,0.5,0.9211111231583494,34,5,2,0,0,0,0,0.08295709782180556,0,0.15081478194946882,0,0.17964402281705477
1807,medical,Need funding for medical expenses. I have various healthcare costs to cover. My financial situation is normal with regular income. I understand my financial obligations.,NEUTRAL,0.5125,0.6225650356043108,169,25,5,0,0,1,0,0.1633093325429712,1,0.2152252552753955,0,0.25541924208805294
1808,business,Expanding my successful small business. I have excellent credit and proven track record. My employment is secure and I have strong payment history. I have carefully considered this financial decision. I have researched various loan options and believe this is the best choice for my situation.,POSITIVE,0.6796296296296296,0.6974312719635853,293,46,6,1,0,1,0,0.17325055523243352,0,0.22499922432947903,1,0.27558185228724796
1809,debt_consolidation,"I need to consolidate my high-interest credit card debt into a single, manageable payment. I have a stable job and am committed to improving my financial situation. My financial situation is stable with consistent income and good credit. I have a solid plan for managing this debt responsibly. I have discussed this with my financial advisor and feel confident about this decision.",POSITIVE,0.5876984126984127,0.7120653167282961,381,62,6,1,0,1,1,0.2218979782505115,0,0.2810586477268555,1,0.29877809874788835
1810,debt_consolidation,Looking to consolidate multiple credit cards with high interest rates. I have excellent payment history and want to simplify my finances. I have a stable job with good income and excellent credit history. I am committed to maintaining my good credit standing. I have carefully planned my budget to accommodate this loan payment.,POSITIVE,0.7471428571428571,0.9424962883121772,328,53,6,1,0,1,1,0.19065383723270846,0,0.23800892523963185,1,0.28712710063854
1811,home_improvement,Planning home improvements to update the property.,NEUTRAL,0.5,0.6944468385593962,50,7,2,0,0,0,0,0.08719575797039489,0,0.13162379213716646,0,0.1895927792138561
1812,home_improvement,Planning home improvements to update the property.,NEUTRAL,0.5,0.7417739680304988,50,7,2,0,0,0,0,0.08939848569931778,0,0.13829485881310546,0,0.1845380291452468
1813,business,Need emergency funding for my business. Have been having cash flow problems recently. I have some payment problems and my income is irregular. I am facing financial challenges. I have discussed this with my financial advisor and feel confident about this decision.,NEGATIVE,0.5625,0.8343755398882604,264,42,6,1,1,1,0,0.18579859234351193,1,0.22333172389050351,0,0.2754020968431195
1814,business,Starting a new business venture with a solid business plan.,POSITIVE,0.5227272727272727,0.7197067017643005,59,10,2,0,0,0,0,0.10348097163495075,0,0.15040355774331493,0,0.20064152243981392
1815,business,Starting a new business venture with a solid business plan.,POSITIVE,0.5227272727272727,0.76856883925516,59,10,2,0,0,0,0,0.09667687906627674,0,0.1477214830788632,0,0.20017451298429179
1816,education,Need funding for educational expenses. I have various education costs to cover. My financial situation is normal with regular income. I understand my financial obligations. I have considered the long-term implications of this financial decision.,NEUTRAL,0.5285714285714286,0.7361982884858213,245,35,6,0,0,1,0,0.17303435881749288,0,0.23722442975629987,1,0.28843236729697086
1817,debt_consolidation,Trying to consolidate debts but my credit score has dropped due to missed payments. Need help getting back on track. I've been struggling financially and have missed some payments. I am concerned about my ability to make payments. I have considered the long-term implications of this financial decision.,NEGATIVE,0.484375,0.8157793309585454,303,48,6,0,1,1,0,0.20986908637418256,0,0.27521130182444326,0,0.29761128910611195
1818,business,Need capital for business development. I have different projects that require financing. I have consistent income and average credit score. I plan to manage this loan responsibly. I have discussed this with my financial advisor and feel confident about this decision.,NEUTRAL,0.5666666666666667,0.9137753893474538,267,41,6,1,0,1,0,0.17202872561683882,0,0.22704705212565915,0,0.2839776880046804
1819,home_improvement,Want to make some upgrades to my house. I have a few different improvement projects planned. I have a regular income and standard credit history. I will maintain my payment schedule.,NEUTRAL,0.475,0.6919809429514564,182,31,5,0,0,1,0,0.1607547299468324,0,0.21047568270527275,0,0.2575083067264682
1820,debt_consolidation,I have multiple credit cards maxed out and need to consolidate before they go to collections. My income is irregular. I have some payment problems and my income is irregular. I am facing financial challenges.,NEGATIVE,0.5,0.6341061190722144,208,35,5,0,0,1,1,0.1914819799827998,0,0.2547979849123554,1,0.2988608785872825
1821,home_improvement,Need emergency repairs on my home due to water damage. My income has been reduced recently. I have some payment problems and my income is irregular. I am facing financial challenges. I have discussed this with my financial advisor and feel confident about this decision.,NEGATIVE,0.5375,0.8103301758478939,270,45,6,1,1,1,0,0.17401211164758065,0,0.2245186232524095,0,0.27555775958070133
1822,home_improvement,Planning to renovate my kitchen to increase home value. I have a stable job and good credit history. My employment is secure and I have strong payment history. I am optimistic about my financial future.,POSITIVE,0.6533333333333333,0.9342865594106156,202,35,5,1,0,1,0,0.13659852822658153,0,0.1878726386199641,0,0.23558494105591177
1823,business,Need funding for business expansion. I have various growth opportunities planned. I have consistent income and average credit score. I understand my financial obligations.,NEUTRAL,0.5125,0.7757298200329246,171,24,5,0,0,1,1,0.1576861236903011,0,0.20902165162147568,0,0.25878211134002793
1824,debt_consolidation,Looking to consolidate multiple debts for better organization. I have a mix of credit cards and other loans. My financial situation is normal with regular income. I will maintain my payment schedule. I have carefully planned my budget to accommodate this loan payment.,NEUTRAL,0.5303571428571429,0.7231051424389624,268,43,6,0,0,1,0,0.20283431281853204,0,0.2540635561941127,0,0.29688692504047054
1825,education,Need loan for education. I have different education-related costs to address. I have consistent income and average credit score. I plan to manage this loan responsibly.,NEUTRAL,0.5375,0.9242221006120356,168,26,5,0,0,1,0,0.15333383134759293,1,0.2026730890996869,0,0.25701008076507853
1826,medical,Looking to finance medical treatment. I have several medical bills to pay. My employment is stable and I have typical payment history. I am committed to meeting my financial commitments.,NEUTRAL,0.4833333333333333,0.8082121335486322,186,30,5,1,0,1,0,0.17074546057687442,0,0.20872592307563578,0,0.2643226821260828
1827,education,Investing in professional certification to increase earning potential. I have strong credit and good income. I have stable income and good credit score with no late payments. I have carefully considered this financial decision.,POSITIVE,0.6239583333333334,0.8219375319714615,227,34,5,1,0,1,0,0.15191550397335654,0,0.1996289673543648,1,0.25895512896214523
1828,education,Need funding for educational expenses.,NEUTRAL,0.625,0.8273686051797067,38,5,2,0,0,0,0,0.08185728979513723,0,0.126550780604754,0,0.17858191956429276
1829,education,Need funding for educational expenses. I have various education costs to cover. My financial situation is normal with regular income. I am committed to meeting my financial commitments.,NEUTRAL,0.5333333333333333,0.924530118261701,185,28,5,0,0,1,0,0.1570164569733447,0,0.21535039608740345,0,0.26443041310170456
1830,debt_consolidation,Need to consolidate debts because I'm struggling to make minimum payments. Have some late payments recently. My financial situation has been challenging recently. I am facing financial challenges. I have researched various loan options and believe this is the best choice for my situation.,NEGATIVE,0.5857142857142857,0.8336985472698998,289,44,6,0,1,1,0,0.2003631343121834,0,0.25200999171817995,0,0.3
1831,medical,Need funding for medical expenses.,NEUTRAL,0.5,0.7333779408788337,34,5,2,0,0,0,0,0.09817351329870612,0,0.14103059690794006,0,0.19749458841441195
1832,home_improvement,Planning home improvements to update the property. I have various projects in mind. I have consistent income and average credit score. I will maintain my payment schedule.,NEUTRAL,0.5166666666666667,0.7445271597638558,171,27,5,0,0,1,0,0.1514755374610404,1,0.19309518803438622,0,0.2471207969889729
1833,medical,Looking to finance medical treatment.,NEUTRAL,0.5,0.699261547950381,37,5,2,0,0,0,0,0.10068045221055862,0,0.14983740534337056,0,0.19198589327946028
1834,business,Looking to invest in my business. I have several areas that need funding. My employment is stable and I have typical payment history. I plan to manage this loan responsibly.,NEUTRAL,0.5055555555555555,0.9150655386460622,173,30,5,1,0,1,1,0.16190097671975456,0,0.20762938013866994,1,0.254772461468097
1835,medical,Need funding for medical expenses.,NEUTRAL,0.5,0.8766785448867231,34,5,2,0,0,0,0,0.08870424222906335,0,0.14498260619502837,0,0.18559510125513182
1836,education,Need loan for education. I have different education-related costs to address. I have consistent income and average credit score. I understand my financial obligations. I have discussed this with my financial advisor and feel confident about this decision.,NEUTRAL,0.55,0.9357062075306892,255,38,6,1,0,1,0,0.17559339347541672,0,0.22573520163971478,0,0.27377885565866444
1837,medical,Scheduling important medical treatment.,POSITIVE,0.6,0.8156937709119321,39,4,2,0,0,0,0,0.07276749354515806,0,0.1308776265430348,0,0.17484904106992874
1838,medical,Medical emergency that has impacted my ability to work.,NEGATIVE,0.5,0.9287871001116612,55,9,2,0,1,0,0,0.09746705652664939,0,0.14709226653453455,0,0.20292038617021477
1839,medical,Need funding for medical expenses. I have various healthcare costs to cover. My financial situation is normal with regular income. I understand my financial obligations. I have considered the long-term implications of this financial decision.,NEUTRAL,0.5107142857142857,0.6554552793733072,242,35,6,0,0,1,1,0.1810176016021687,0,0.2331019734802392,0,0.2782889435975888
1840,home_improvement,Need urgent home repairs but my financial situation is tight.,NEGATIVE,0.4553571428571428,0.6414304548576799,61,10,2,0,0,1,0,0.1300272351879123,0,0.18047054746799332,0,0.2315390986611334
1841,education,Need education funding but my financial situation is tight. Have some credit problems. My credit has suffered due to recent financial difficulties. I am facing financial challenges.,NEGATIVE,0.4747023809523809,0.6556686090830348,181,27,5,0,1,1,1,0.16973858311828754,0,0.21720473800364118,1,0.2690580518332813
1842,business,Trying to save my struggling business.,NEGATIVE,0.5,0.7530973635914797,38,6,2,0,1,0,0,0.0861288075006822,0,0.14072055742559014,0,0.18851876554124966
1843,education,Need to finish degree but struggling financially.,NEGATIVE,0.5,0.9222080379004772,49,7,2,0,1,1,1,0.12211221470328566,1,0.16293079525213558,0,0.23030304339989205
1844,debt_consolidation,Looking to consolidate multiple debts for better organization. I have a mix of credit cards and other loans. I have a regular income and standard credit history. I will make payments as agreed. I have carefully planned my budget to accommodate this loan payment.,NEUTRAL,0.5229166666666667,0.8220621028618933,262,44,6,0,0,1,0,0.20498548244846773,0,0.2536157101307396,1,0.3
1845,business,Need funding for business expansion.,NEUTRAL,0.5,0.6678401201024355,36,5,2,0,0,0,0,0.0971424795579383,0,0.15394008851271104,0,0.20039580804256651
1846,home_improvement,Have to fix major structural issues in my house. My credit has suffered due to medical bills. My credit has suffered due to recent financial difficulties. I am concerned about my ability to make payments. I have compared different lenders and found this to be the most suitable option.,NEGATIVE,0.5479166666666667,0.6290371792557952,285,49,6,0,1,1,0,0.1765933807102543,0,0.23538215687757208,0,0.28470648971612883
1847,home_improvement,Planning to renovate my kitchen to increase home value. I have a stable job and good credit history. I have excellent credit history and stable employment. I am confident in my ability to repay this loan. I have researched various loan options and believe this is the best choice for my situation.,POSITIVE,0.8200000000000001,0.7606947032698963,297,52,6,1,0,1,0,0.14851464513892557,1,0.19332465152698186,0,0.23838868075962644
1848,education,Pursuing advanced degree to advance my career.,POSITIVE,0.7,0.6916981359057998,46,7,2,0,0,0,0,0.0645351630408115,0,0.11519601231043827,0,0.16516579245570012
1849,home_improvement,Planning home improvements to update the property.,NEUTRAL,0.5,0.919451695258994,50,7,2,0,0,0,0,0.08995825209745381,0,0.1400976622236155,0,0.18737090430078568
1850,home_improvement,Planning home improvements to update the property. I have various projects in mind. My financial situation is normal with regular income. I plan to manage this loan responsibly.,NEUTRAL,0.535,0.7448107948582737,177,28,5,0,0,1,0,0.15138975591219295,0,0.19865723754381942,0,0.2569683819327555
1851,medical,Emergency medical expenses that insurance won't cover. My income has been reduced due to illness. I've been struggling financially and have missed some payments. I am uncertain about my ability to repay. I have carefully planned my budget to accommodate this loan payment.,NEGATIVE,0.471875,0.9113997322302664,272,43,6,0,1,1,1,0.18865961880617566,0,0.24976542692434,1,0.29382064984461065
1852,medical,Need funding for medical expenses.,NEUTRAL,0.5,0.9162733596752358,34,5,2,0,0,0,0,0.09985108726954284,0,0.13606909649002188,1,0.19586686619075017
1853,education,Need loan for education. I have different education-related costs to address. I have a regular income and standard credit history. I plan to manage this loan responsibly. I have compared different lenders and found this to be the most suitable option.,NEUTRAL,0.5892857142857143,0.9478088522059792,251,41,6,0,0,1,0,0.16238278165424086,0,0.21460111817316,0,0.2657216041515337
1854,medical,Need loan for healthcare expenses. I have different medical costs to address. I have standard credit history and stable employment. I plan to manage this loan responsibly. I have discussed this with my financial advisor and feel confident about this decision.,NEUTRAL,0.5583333333333333,0.782611994516804,259,41,6,1,0,1,1,0.18249353097771392,1,0.22366141038856577,1,0.2833870146595138
1855,business,Need funding for business expansion.,NEUTRAL,0.5,0.7875839621429395,36,5,2,0,0,0,0,0.0989512323473561,0,0.13653772890497112,0,0.19185097879646731
1856,education,Need to finish degree but struggling financially. Have some payment issues due to reduced income. I've been struggling financially and have missed some payments. I am worried about my financial situation. I have researched various loan options and believe this is the best choice for my situation.,NEGATIVE,0.5729166666666666,0.9145003302092494,297,47,6,0,1,1,0,0.18031939235043182,1,0.22898726996985622,0,0.284873289752046
1857,debt_consolidation,I want to consolidate my existing debts into one loan. I have various credit cards and personal loans. My employment is stable and I have typical payment history. I plan to manage this loan responsibly.,NEUTRAL,0.5041666666666667,0.8547103646551117,202,35,5,1,0,1,0,0.19714311920721939,1,0.24069687400572734,0,0.28834998723000366
1858,home_improvement,Have to fix major structural issues in my house. My credit has suffered due to medical bills. I have some payment problems and my income is irregular. I am struggling to manage my current financial obligations.,NEGATIVE,0.49375,0.9336302763386776,210,36,5,0,1,1,0,0.1610146619002317,1,0.20870388934897333,0,0.2667106753416109
1859,business,Need capital for business development. I have different projects that require financing. I have consistent income and average credit score. I will maintain my payment schedule. I have carefully planned my budget to accommodate this loan payment.,NEUTRAL,0.5,0.7526216963636114,245,37,6,0,0,1,0,0.18389103421912706,0,0.2131656894265248,1,0.2869613760191535
1860,medical,Looking to finance medical treatment.,NEUTRAL,0.5,0.8404701098510066,37,5,2,0,0,0,0,0.09439220699683598,0,0.14846196429008046,1,0.185706692402264
1861,business,Need funding for business expansion. I have various growth opportunities planned. I have standard credit history and stable employment. I am committed to meeting my financial commitments.,NEUTRAL,0.5,0.709054795339544,187,27,5,1,0,1,0,0.16604736038585638,0,0.20829843544647209,0,0.27334539326432
1862,home_improvement,Want to make some upgrades to my house. I have a few different improvement projects planned. My financial situation is normal with regular income. I will maintain my payment schedule. I have carefully planned my budget to accommodate this loan payment.,NEUTRAL,0.4875,0.808715424399657,252,41,6,0,0,1,0,0.18065473287780576,0,0.22954683293644004,0,0.28848273747580283
1863,business,Investing in new equipment for my growing business. I have stable revenue and good credit history. I have a stable job with good income and excellent credit history. I am optimistic about my financial future.,POSITIVE,0.7113636363636363,0.734066046776321,208,35,5,1,0,1,0,0.1466815772126892,0,0.19287020655827597,0,0.24093747019477169
1864,home_improvement,Want to make some upgrades to my house. I have a few different improvement projects planned. I have consistent income and average credit score. I plan to manage this loan responsibly. I have carefully planned my budget to accommodate this loan payment.,NEUTRAL,0.5,0.6585371685125484,252,42,6,0,0,1,1,0.16948659676355812,0,0.23881612071185077,0,0.27759524877143293
1865,debt_consolidation,Looking to consolidate multiple debts for better organization. I have a mix of credit cards and other loans. I have standard credit history and stable employment. I will maintain my payment schedule. I have compared different lenders and found this to be the most suitable option.,NEUTRAL,0.6017857142857143,0.8113587333957869,280,46,6,1,0,1,0,0.2040266694036179,0,0.2524897555968402,0,0.3
1866,education,Looking to finance my education. I have several educational expenses to pay. I have a regular income and standard credit history. I plan to manage this loan responsibly.,NEUTRAL,0.545,0.6629664825883818,169,28,5,0,0,1,0,0.14947821040805398,0,0.20526764737080747,0,0.2581245076247609
1867,business,Starting a new business venture with a solid business plan. I have strong financial backing and experience. I have stable income and good credit score with no late payments. I have a solid plan for managing this debt responsibly.,POSITIVE,0.5899831649831649,0.6254241159209195,229,39,5,1,0,1,0,0.17445677395581516,1,0.21578372512233032,0,0.2692741713839414
1868,business,Starting a new business venture with a solid business plan. I have strong financial backing and experience. I have stable income and good credit score with no late payments. I am confident in my ability to repay this loan.,POSITIVE,0.6199810606060606,0.6033715498559639,222,39,5,1,0,1,0,0.16946893559610957,0,0.22134904831596808,0,0.2733202535814087
1869,debt_consolidation,Looking to consolidate multiple credit cards with high interest rates. I have excellent payment history and want to simplify my finances. My employment is secure and I have strong payment history. I have carefully considered this financial decision. I have considered the long-term implications of this financial decision.,POSITIVE,0.6183333333333333,0.8783337973993005,322,48,6,1,0,1,0,0.19762849190093804,1,0.24570396856650695,0,0.29322851419295987
1870,home_improvement,Planning home improvements to update the property. I have various projects in mind. My financial situation is normal with regular income. I understand my financial obligations. I have considered the long-term implications of this financial decision.,NEUTRAL,0.5125,0.6742613076011972,249,36,6,0,0,1,0,0.17038570240820314,0,0.22339417352756963,0,0.26849495819730745
1871,home_improvement,Looking to do some home renovations.,NEUTRAL,0.5,0.931194871359885,36,6,2,0,0,0,0,0.07604757923037263,1,0.13092050025655394,0,0.1836652175405816
1872,debt_consolidation,Trying to consolidate debts but my credit score has dropped due to missed payments. Need help getting back on track. I have some payment problems and my income is irregular. I am uncertain about my ability to repay. I have compared different lenders and found this to be the most suitable option.,NEGATIVE,0.5925,0.8846880660358256,296,52,6,0,0,1,0,0.20255663352783979,0,0.25191510833576014,1,0.2919022770306215
1873,home_improvement,Planning home improvements to update the property.,NEUTRAL,0.5,0.6163771453990854,50,7,2,0,0,0,0,0.08963228567108959,1,0.14294002701426045,0,0.189307411175003
1874,business,Need funding for business expansion. I have various growth opportunities planned. I have a regular income and standard credit history. I will maintain my payment schedule.,NEUTRAL,0.5,0.6598989051617736,171,26,5,0,0,1,0,0.16790032455811124,0,0.21494982119930792,0,0.2620911937463884
1875,business,Looking to invest in my business. I have several areas that need funding. My employment is stable and I have typical payment history. I am committed to meeting my financial commitments. I have researched various loan options and believe this is the best choice for my situation.,NEUTRAL,0.5833333333333334,0.6997629199642144,278,47,6,1,0,1,0,0.18915628533131376,1,0.23489174531467444,0,0.28741361070182725
1876,education,Looking to finance my education.,NEUTRAL,0.5,0.8945750023305321,32,5,2,0,0,0,0,0.09798691900733913,0,0.1417033782152058,0,0.19447276512589895
1877,medical,Need loan for healthcare expenses.,NEUTRAL,0.5,0.7180864540910086,34,5,2,0,0,0,0,0.09212743078528832,0,0.14702667794326607,0,0.18652213467403322
1878,debt_consolidation,Looking to consolidate multiple debts for better organization.,NEUTRAL,0.625,0.8531387843590184,62,8,2,0,0,1,0,0.129541114944097,0,0.18105405027747762,0,0.2271216076043969
1879,business,Need emergency funding for my business. Have been having cash flow problems recently. I have some payment problems and my income is irregular. I am concerned about my ability to make payments.,NEGATIVE,0.5,0.794757570483645,192,32,5,0,1,1,0,0.16008765762922236,1,0.21520771415424553,1,0.2650545671698591
1880,business,Need capital for business development. I have different projects that require financing. I have a regular income and standard credit history. I will maintain my payment schedule.,NEUTRAL,0.5,0.7044553350192302,178,27,5,0,0,1,0,0.16098154296713446,1,0.2150308996007984,0,0.26392801391586374
1881,medical,Need loan for healthcare expenses. I have different medical costs to address. I have a regular income and standard credit history. I understand my financial obligations.,NEUTRAL,0.5,0.9281963144711548,169,26,5,0,0,1,0,0.1630603318760642,0,0.20466414091205679,1,0.25274833776253014
1882,debt_consolidation,I want to consolidate my existing debts into one loan.,NEUTRAL,0.5,0.6485570481926015,54,10,2,0,0,1,0,0.16090677315388913,0,0.19892697601249373,0,0.25508709874600627
1883,business,Need capital for business development. I have different projects that require financing. My financial situation is normal with regular income. I will make payments as agreed. I have discussed this with my financial advisor and feel confident about this decision.,NEUTRAL,0.5541666666666667,0.6308058520175955,262,40,6,1,0,1,0,0.1754871386002485,0,0.22997813294605934,0,0.27818794761312937
1884,business,Need funding for business expansion. I have various growth opportunities planned. I have a regular income and standard credit history. I understand my financial obligations. I have researched various loan options and believe this is the best choice for my situation.,NEUTRAL,0.5833333333333334,0.6387812589615671,266,41,6,0,0,1,0,0.1754620535250042,0,0.22782725901708945,0,0.28136748450078725
1885,business,Expanding my successful small business.,POSITIVE,0.625,0.8770697406259919,39,5,2,0,0,0,0,0.07387657640268552,0,0.12418473171921922,0,0.17399433396832167
1886,medical,Medical emergency that has impacted my ability to work. Have some credit issues due to medical expenses. I've been struggling financially and have missed some payments. I am struggling to manage my current financial obligations.,NEGATIVE,0.4895833333333333,0.8042086214664788,228,35,5,0,1,1,1,0.17997913336476848,0,0.23316022170748707,0,0.27371295187561845
1887,debt_consolidation,Looking to consolidate multiple credit cards with high interest rates.,POSITIVE,0.54,0.9107294443812504,70,10,2,0,0,1,0,0.14073739351276676,0,0.1922930906996708,0,0.2517267976261025
1888,medical,Need urgent medical treatment but struggling financially. Have missed some payments due to medical bills. My income has been reduced recently and I have some payment issues. I am facing financial challenges. I have considered the long-term implications of this financial decision.,NEGATIVE,0.4910714285714285,0.6841832064260516,280,42,6,0,1,1,0,0.19677592680808517,1,0.24563988121813882,0,0.3
1889,medical,Looking to finance medical treatment. I have several medical bills to pay. I have consistent income and average credit score. I understand my financial obligations. I have carefully planned my budget to accommodate this loan payment.,NEUTRAL,0.5,0.6790406814376247,233,36,6,0,0,1,0,0.17864998963589296,0,0.23160932494096662,0,0.2824709129472964
1890,business,Need capital for business development. I have different projects that require financing. I have a regular income and standard credit history. I understand my financial obligations.,NEUTRAL,0.5,0.7954803320947269,180,26,5,0,0,1,0,0.16301813200371407,0,0.21004725192077514,0,0.26189436229388535
1891,home_improvement,Looking to remodel my bathroom to modernize the house. I have a good income and strong credit score. My employment is secure and I have strong payment history. I am confident in my ability to repay this loan. I have researched various loan options and believe this is the best choice for my situation.,POSITIVE,0.7476190476190476,0.9401178231322168,301,54,6,1,0,1,0,0.153986207634517,0,0.20162349032553123,1,0.2459733223276246
1892,debt_consolidation,I have multiple credit cards maxed out and need to consolidate before they go to collections.,NEGATIVE,0.5,0.8864790054766168,93,16,2,0,0,1,0,0.15890253123952236,0,0.21388402696635425,0,0.26422598673982983
1893,home_improvement,Planning home improvements to update the property. I have various projects in mind. I have consistent income and average credit score. I will make payments as agreed.,NEUTRAL,0.5166666666666667,0.8848983962586752,166,27,5,0,0,1,0,0.14432010262219364,0,0.1974345631592435,0,0.25061522974994216
1894,education,Trying to pay for education but facing financial difficulties. Have missed some payments recently. My credit has suffered due to recent financial difficulties. I am uncertain about my ability to repay. I have discussed this with my financial advisor and feel confident about this decision.,NEGATIVE,0.5267857142857143,0.8967324426515324,289,45,6,1,1,1,0,0.18779944498448306,0,0.23948041364924874,0,0.28427751427904707
1895,debt_consolidation,I want to consolidate my existing debts into one loan.,NEUTRAL,0.5,0.9412726391729054,54,10,2,0,0,1,0,0.14653273242051523,0,0.19344790556182856,1,0.24354048354813781
1896,education,Need funding for educational expenses. I have various education costs to cover. My financial situation is normal with regular income. I will make payments as agreed. I have researched various loan options and believe this is the best choice for my situation.,NEUTRAL,0.6,0.69724345205786,258,42,6,0,0,1,0,0.17180507580943216,0,0.2334994252148672,0,0.2759397332797214
1897,home_improvement,Want to make some upgrades to my house. I have a few different improvement projects planned. I have standard credit history and stable employment. I plan to manage this loan responsibly. I have discussed this with my financial advisor and feel confident about this decision.,NEUTRAL,0.5416666666666666,0.7613339424630157,274,45,6,1,0,1,0,0.1745293408374042,1,0.22258153929912722,0,0.26994610241398387
1898,debt_consolidation,"I need to consolidate my high-interest credit card debt into a single, manageable payment. I have a stable job and am committed to improving my financial situation. My employment is secure and I have strong payment history. I am confident in my ability to repay this loan. I have carefully planned my budget to accommodate this loan payment.",POSITIVE,0.5968253968253968,0.6654604181152942,341,58,6,1,0,1,0,0.2273602179664082,1,0.2610280648111472,0,0.296871567881253
1899,debt_consolidation,Trying to consolidate debts but my credit score has dropped due to missed payments. Need help getting back on track. My financial situation has been challenging recently. I am uncertain about my ability to repay.,NEGATIVE,0.5375,0.7231848883848827,212,35,5,0,0,1,1,0.19261589947200855,0,0.24411222283339273,0,0.28460847390743915
1900,debt_consolidation,I want to consolidate my existing debts into one loan. I have various credit cards and personal loans. I have consistent income and average credit score. I will maintain my payment schedule. I have discussed this with my financial advisor and feel confident about this decision.,NEUTRAL,0.55,0.6527170161822795,278,46,6,1,0,1,1,0.2065682580862086,0,0.25747157447811225,1,0.29495832995182825
1901,education,Need loan for education. I have different education-related costs to address. I have consistent income and average credit score. I plan to manage this loan responsibly.,NEUTRAL,0.5375,0.7544692091301538,168,26,5,0,0,1,0,0.1593703878399506,0,0.20437040671266157,1,0.2522852933464084
1902,business,Starting a new business venture with a solid business plan.,POSITIVE,0.5227272727272727,0.6678760692693446,59,10,2,0,0,0,0,0.09836429025674215,0,0.14730561880346457,0,0.2045634084780499
1903,home_improvement,Planning home improvements to update the property. I have various projects in mind. I have standard credit history and stable employment. I understand my financial obligations.,NEUTRAL,0.5,0.7853469637230548,176,26,5,1,0,1,0,0.15835868391347213,0,0.2118516338471181,0,0.24372032832383705
