id,purpose,description,sentiment,sentiment_score,sentiment_confidence,text_length,word_count,sentence_count,has_positive_words,has_negative_words,has_financial_terms
3099,debt_consolidation,Looking to consolidate multiple credit cards with high interest rates. I have excellent payment history and want to simplify my finances. I have excellent credit history and stable employment. I am confident in my ability to repay this loan. I have researched various loan options and believe this is the best choice for my situation.,POSITIVE,0.7614285714285715,0.732004715564875,334,55,6,1,0,1
3100,debt_consolidation,Trying to consolidate debts but my credit score has dropped due to missed payments.,NEGATIVE,0.4375,0.6918366299669314,83,14,2,0,0,1
3101,home_improvement,Looking to remodel my bathroom to modernize the house.,POSITIVE,0.5,0.7207524847870982,54,9,2,0,0,0
3102,education,Looking to finance my education.,NEUTRAL,0.5,0.8471583424544495,32,5,2,0,0,0
3103,medical,Need funding for medical expenses.,NEUTRAL,0.5,0.7624915004692755,34,5,2,0,0,0
3104,business,Need emergency funding for my business. Have been having cash flow problems recently. My financial situation has been challenging recently. I am worried about my financial situation. I have carefully planned my budget to accommodate this loan payment.,NEGATIVE,0.54,0.6474833245025453,251,38,6,0,1,1
3105,home_improvement,Need emergency repairs on my home due to water damage. My income has been reduced recently. My credit has suffered due to recent financial difficulties. I am struggling to manage my current financial obligations. I have considered the long-term implications of this financial decision.,NEGATIVE,0.484375,0.6315819209726516,285,44,6,0,1,1
3106,medical,Medical emergency that has impacted my ability to work. Have some credit issues due to medical expenses. My financial situation has been challenging recently. I am struggling to manage my current financial obligations.,NEGATIVE,0.5234375,0.855344689531531,218,33,5,0,1,1
3107,medical,Need loan for healthcare expenses.,NEUTRAL,0.5,0.9361227034950659,34,5,2,0,0,0
3108,medical,Planning elective surgery with good insurance coverage.,POSITIVE,0.85,0.6694124162570715,55,7,2,1,0,0
3109,home_improvement,Looking to do some home renovations. I have several areas that need updating. I have standard credit history and stable employment. I will make payments as agreed. I have researched various loan options and believe this is the best choice for my situation.,NEUTRAL,0.625,0.7140379128130244,256,43,6,1,0,1
3110,home_improvement,Looking to do some home renovations.,NEUTRAL,0.5,0.6749344737034149,36,6,2,0,0,0
3111,medical,Need funding for medical expenses.,NEUTRAL,0.5,0.8300364859316767,34,5,2,0,0,0
3112,education,Need education funding but my financial situation is tight.,NEGATIVE,0.45535714285714285,0.7935977391357021,59,9,2,0,0,1
3113,home_improvement,Planning home improvements to update the property.,NEUTRAL,0.5,0.8458645875562207,50,7,2,0,0,0
3114,home_improvement,Looking to remodel my bathroom to modernize the house. I have a good income and strong credit score. My employment is secure and I have strong payment history. I am committed to maintaining my good credit standing. I have considered the long-term implications of this financial decision.,POSITIVE,0.7222222222222222,0.9288936447934917,287,47,6,1,0,1
3115,business,Starting a new business venture with a solid business plan. I have strong financial backing and experience. My financial situation is stable with consistent income and good credit. I have carefully considered this financial decision.,POSITIVE,0.5709848484848484,0.8579902269712165,233,35,5,1,0,1
3116,medical,Need funding for medical expenses.,NEUTRAL,0.5,0.6864973562185795,34,5,2,0,0,0
3117,debt_consolidation,Looking to consolidate multiple debts for better organization. I have a mix of credit cards and other loans. I have consistent income and average credit score. I understand my financial obligations. I have considered the long-term implications of this financial decision.,NEUTRAL,0.5339285714285714,0.8837672120599231,271,41,6,0,0,1
3118,medical,Scheduling important medical treatment. I have strong credit and stable employment. I have a stable job with good income and excellent credit history. I have a solid plan for managing this debt responsibly. I have carefully planned my budget to accommodate this loan payment.,POSITIVE,0.6645833333333333,0.8112625978045476,275,44,6,1,0,1
3119,education,Need to finish degree but struggling financially. Have some payment issues due to reduced income. I've been struggling financially and have missed some payments. I am facing financial challenges.,NEGATIVE,0.484375,0.6610156979713558,195,29,5,0,1,1
3120,debt_consolidation,I have multiple credit cards maxed out and need to consolidate before they go to collections.,NEGATIVE,0.5,0.8333521832926228,93,16,2,0,0,1
3121,education,Need education funding but my financial situation is tight. Have some credit problems. I have some payment problems and my income is irregular. I am concerned about my ability to make payments.,NEGATIVE,0.45535714285714285,0.6749830180526869,193,32,5,0,1,1
3122,business,Trying to keep my business afloat.,NEGATIVE,0.5,0.6850595187077962,34,6,2,0,0,0
3123,home_improvement,Looking to remodel my bathroom to modernize the house.,POSITIVE,0.5,0.8776317699067857,54,9,2,0,0,0
3124,medical,Medical emergency that has impacted my ability to work. Have some credit issues due to medical expenses. My income has been reduced recently and I have some payment issues. I am facing financial challenges. I have discussed this with my financial advisor and feel confident about this decision.,NEGATIVE,0.5267857142857143,0.6606432152031361,294,48,6,1,1,1
3125,debt_consolidation,Need to consolidate my current debts. I have several credit accounts that I want to combine. My financial situation is normal with regular income. I am committed to meeting my financial commitments.,NEUTRAL,0.5125,0.8837914923496872,198,32,5,0,0,1
3126,medical,Need loan for healthcare expenses. I have different medical costs to address. I have standard credit history and stable employment. I am committed to meeting my financial commitments. I have carefully planned my budget to accommodate this loan payment.,NEUTRAL,0.49,0.7222595225219358,252,39,6,1,0,1
3127,home_improvement,Looking to do some home renovations. I have several areas that need updating. I have consistent income and average credit score. I am committed to meeting my financial commitments. I have compared different lenders and found this to be the most suitable option.,NEUTRAL,0.5821428571428572,0.6646296715950857,261,43,6,0,0,1
3128,education,Pursuing advanced degree to advance my career. I have excellent academic record and stable job. I have a stable job with good income and excellent credit history. I have a solid plan for managing this debt responsibly.,POSITIVE,0.7357142857142858,0.606067956591737,218,37,5,1,0,1
3129,business,Looking to invest in my business.,NEUTRAL,0.5,0.8993149692415225,33,6,2,0,0,0
3130,education,Need funding for educational expenses. I have various education costs to cover. My financial situation is normal with regular income. I plan to manage this loan responsibly.,NEUTRAL,0.55,0.7214106138222994,173,27,5,0,0,1
3131,home_improvement,Looking to do some home renovations.,NEUTRAL,0.5,0.6079942030655644,36,6,2,0,0,0
3132,home_improvement,Looking to do some home renovations. I have several areas that need updating. My employment is stable and I have typical payment history. I am committed to meeting my financial commitments. I have compared different lenders and found this to be the most suitable option.,NEUTRAL,0.5736111111111111,0.8324029274911469,270,45,6,1,0,1
3133,debt_consolidation,I want to consolidate my existing debts into one loan. I have various credit cards and personal loans. My financial situation is normal with regular income. I understand my financial obligations.,NEUTRAL,0.5125,0.8288141459506,195,31,5,0,0,1
3134,education,Need funding for educational expenses.,NEUTRAL,0.625,0.9190790549048733,38,5,2,0,0,0
3135,education,Trying to pay for education but facing financial difficulties. Have missed some payments recently. My income has been reduced recently and I have some payment issues. I am struggling to manage my current financial obligations.,NEGATIVE,0.5,0.8403707348385433,226,35,5,0,1,1
3136,medical,Need loan for healthcare expenses.,NEUTRAL,0.5,0.7392368265758884,34,5,2,0,0,0
3137,home_improvement,Planning home improvements to update the property. I have various projects in mind. I have a regular income and standard credit history. I will make payments as agreed. I have discussed this with my financial advisor and feel confident about this decision.,NEUTRAL,0.55,0.6413277250033305,256,42,6,1,0,1
3138,medical,Looking to finance medical treatment. I have several medical bills to pay. My employment is stable and I have typical payment history. I plan to manage this loan responsibly.,NEUTRAL,0.5033333333333333,0.640308070645057,174,29,5,1,0,1
3139,debt_consolidation,I want to consolidate my existing debts into one loan.,NEUTRAL,0.5,0.6365769363591511,54,10,2,0,0,1
3140,home_improvement,Planning to renovate my kitchen to increase home value.,POSITIVE,0.5,0.7562718514173877,55,9,2,0,0,0
3141,business,Trying to keep my business afloat. Have had some financial difficulties and payment issues. My financial situation has been challenging recently. I am uncertain about my ability to repay. I have discussed this with my financial advisor and feel confident about this decision.,NEGATIVE,0.5714285714285714,0.6692829659128118,275,43,6,1,1,1
3142,education,Need loan for education. I have different education-related costs to address. My employment is stable and I have typical payment history. I plan to manage this loan responsibly. I have compared different lenders and found this to be the most suitable option.,NEUTRAL,0.5902777777777778,0.8001593453240066,258,42,6,1,0,1
3143,medical,Looking to finance medical treatment. I have several medical bills to pay. My employment is stable and I have typical payment history. I am committed to meeting my financial commitments.,NEUTRAL,0.48333333333333334,0.6046931738489719,186,30,5,1,0,1
3144,home_improvement,Looking to do some home renovations. I have several areas that need updating. I have consistent income and average credit score. I am committed to meeting my financial commitments.,NEUTRAL,0.5125,0.6362703487453693,180,29,5,0,0,1
3145,business,Trying to save my struggling business.,NEGATIVE,0.5,0.6079483023020844,38,6,2,0,1,0
3146,education,Trying to pay for education but facing financial difficulties. Have missed some payments recently. My financial situation has been challenging recently. I am struggling to manage my current financial obligations. I have compared different lenders and found this to be the most suitable option.,NEGATIVE,0.5861111111111111,0.9009453449626248,293,44,6,0,1,1
3147,education,Looking to finance my education. I have several educational expenses to pay. My employment is stable and I have typical payment history. I will make payments as agreed. I have considered the long-term implications of this financial decision.,NEUTRAL,0.5104166666666666,0.7003495367724591,241,38,6,1,0,1
3148,home_improvement,Looking to do some home renovations.,NEUTRAL,0.5,0.948098480989685,36,6,2,0,0,0
3149,business,Looking to invest in my business. I have several areas that need funding. I have a regular income and standard credit history. I plan to manage this loan responsibly. I have discussed this with my financial advisor and feel confident about this decision.,NEUTRAL,0.5583333333333333,0.8504856663453034,254,43,6,1,0,1
3150,education,Trying to pay for education but facing financial difficulties. Have missed some payments recently. I've been struggling financially and have missed some payments. I am facing financial challenges. I have carefully planned my budget to accommodate this loan payment.,NEGATIVE,0.49,0.8882227756528629,265,39,6,0,1,1
3151,debt_consolidation,Looking to consolidate multiple debts for better organization.,NEUTRAL,0.625,0.6964116775748487,62,8,2,0,0,1
3152,medical,Medical emergency that has impacted my ability to work. Have some credit issues due to medical expenses. My credit has suffered due to recent financial difficulties. I am facing financial challenges.,NEGATIVE,0.48214285714285715,0.7283417130677332,199,31,5,0,1,1
3153,business,Need funding for business expansion.,NEUTRAL,0.5,0.9295294309126745,36,5,2,0,0,0
3154,home_improvement,Need emergency repairs on my home due to water damage.,NEGATIVE,0.4375,0.7478609263382069,54,10,2,0,1,0
3155,business,Trying to save my struggling business. Sales have been declining and I'm behind on some payments. I have some payment problems and my income is irregular. I am struggling to manage my current financial obligations. I have considered the long-term implications of this financial decision.,NEGATIVE,0.45,0.7731999814307374,287,45,6,0,1,1
3156,debt_consolidation,Need to consolidate my current debts.,NEUTRAL,0.5,0.7550901018201883,37,6,2,0,0,1
3157,debt_consolidation,Looking to consolidate multiple debts for better organization. I have a mix of credit cards and other loans. I have standard credit history and stable employment. I plan to manage this loan responsibly.,NEUTRAL,0.5575,0.7443193996688011,202,33,5,1,0,1
3158,home_improvement,Want to upgrade my home's energy efficiency with new windows and insulation.,POSITIVE,0.5681818181818181,0.719836613251286,76,12,2,0,0,0
3159,business,Need capital for business development.,NEUTRAL,0.5,0.845420351614178,38,5,2,0,0,0
3160,business,Trying to save my struggling business.,NEGATIVE,0.5,0.6059010488215686,38,6,2,0,1,0
3161,business,Need emergency funding for my business. Have been having cash flow problems recently. My financial situation has been challenging recently. I am uncertain about my ability to repay.,NEGATIVE,0.5833333333333334,0.7289981346437051,181,28,5,0,1,1
3162,business,Starting a new business venture with a solid business plan. I have strong financial backing and experience. I have stable income and good credit score with no late payments. I have carefully considered this financial decision. I have considered the long-term implications of this financial decision.,POSITIVE,0.5659848484848484,0.8369739645900809,299,46,6,1,0,1
3163,business,Need emergency funding for my business. Have been having cash flow problems recently. I have some payment problems and my income is irregular. I am struggling to manage my current financial obligations.,NEGATIVE,0.5,0.9310195538113575,202,32,5,0,1,1
3164,business,Need funding for business expansion. I have various growth opportunities planned. My employment is stable and I have typical payment history. I understand my financial obligations.,NEUTRAL,0.4722222222222222,0.761611056714987,180,26,5,1,0,1
3165,debt_consolidation,"I need to consolidate my high-interest credit card debt into a single, manageable payment.",POSITIVE,0.4642857142857143,0.8692049059381958,90,14,2,0,0,1
3166,education,Need to finish degree but struggling financially.,NEGATIVE,0.5,0.8821338614002895,49,7,2,0,1,1
3167,medical,Need funding for medical expenses. I have various healthcare costs to cover. I have a regular income and standard credit history. I will maintain my payment schedule. I have carefully planned my budget to accommodate this loan payment.,NEUTRAL,0.49,0.6966594969273021,235,38,6,0,0,1
3168,debt_consolidation,"I need to consolidate my high-interest credit card debt into a single, manageable payment. I have a stable job and am committed to improving my financial situation. My financial situation is stable with consistent income and good credit. I am optimistic about my financial future.",POSITIVE,0.5627551020408164,0.6149182046989383,280,45,5,1,0,1
3169,debt_consolidation,I want to consolidate my existing debts into one loan. I have various credit cards and personal loans. I have consistent income and average credit score. I will maintain my payment schedule. I have researched various loan options and believe this is the best choice for my situation.,NEUTRAL,0.5916666666666667,0.6518462498296915,283,48,6,0,0,1
3170,debt_consolidation,I have multiple credit cards maxed out and need to consolidate before they go to collections. My income is irregular. My credit has suffered due to recent financial difficulties. I am concerned about my ability to make payments. I have carefully planned my budget to accommodate this loan payment.,NEGATIVE,0.4775,0.6295522456498445,297,49,6,0,1,1
3171,education,Looking to finance my education.,NEUTRAL,0.5,0.686276051170074,32,5,2,0,0,0
3172,medical,Emergency medical expenses that insurance won't cover. My income has been reduced due to illness. My credit has suffered due to recent financial difficulties. I am concerned about my ability to make payments. I have researched various loan options and believe this is the best choice for my situation.,NEGATIVE,0.5535714285714286,0.8845490038736179,301,49,6,0,1,1
3173,business,Investing in new equipment for my growing business. I have stable revenue and good credit history. I have stable income and good credit score with no late payments. I have carefully considered this financial decision.,POSITIVE,0.6321969696969697,0.705082799269431,217,35,5,1,0,1
3174,medical,Planning elective surgery with good insurance coverage.,POSITIVE,0.85,0.6061003632679277,55,7,2,1,0,0
3175,medical,Need medical procedure that's well-planned.,POSITIVE,0.5,0.836728145736208,43,5,2,0,0,0
3176,medical,Scheduling important medical treatment. I have strong credit and stable employment. My financial situation is stable with consistent income and good credit. I am optimistic about my financial future.,POSITIVE,0.6114583333333333,0.6888162290577661,199,29,5,1,0,1
3177,debt_consolidation,I want to consolidate my existing debts into one loan.,NEUTRAL,0.5,0.7168169473829692,54,10,2,0,0,1
3178,home_improvement,Want to make some upgrades to my house. I have a few different improvement projects planned. My employment is stable and I have typical payment history. I will maintain my payment schedule. I have compared different lenders and found this to be the most suitable option.,NEUTRAL,0.5569444444444445,0.893415749096246,270,46,6,1,0,1
3179,medical,Need funding for medical expenses. I have various healthcare costs to cover. I have a regular income and standard credit history. I understand my financial obligations.,NEUTRAL,0.5,0.804801515656904,168,26,5,0,0,1
3180,education,Need funding for educational expenses.,NEUTRAL,0.625,0.6112296202790238,38,5,2,0,0,0
3181,business,Expanding my successful small business. I have excellent credit and proven track record. My financial situation is stable with consistent income and good credit. I am confident in my ability to repay this loan.,POSITIVE,0.7107142857142857,0.7087104502154762,210,34,5,1,0,1
3182,business,Trying to keep my business afloat. Have had some financial difficulties and payment issues. My income has been reduced recently and I have some payment issues. I am concerned about my ability to make payments. I have researched various loan options and believe this is the best choice for my situation.,NEGATIVE,0.6,0.6177021440597324,302,51,6,0,1,1
3183,education,Need education funding but my financial situation is tight. Have some credit problems. I have some payment problems and my income is irregular. I am concerned about my ability to make payments.,NEGATIVE,0.45535714285714285,0.9198752890401394,193,32,5,0,1,1
3184,debt_consolidation,Trying to consolidate debts but my credit score has dropped due to missed payments.,NEGATIVE,0.4375,0.6825831900563634,83,14,2,0,0,1
3185,education,Need loan for education.,NEUTRAL,0.5,0.800959098719503,24,4,2,0,0,0
3186,business,Need capital for business development.,NEUTRAL,0.5,0.8745601923036739,38,5,2,0,0,0
3187,debt_consolidation,Trying to consolidate debts but my credit score has dropped due to missed payments. Need help getting back on track. My financial situation has been challenging recently. I am facing financial challenges.,NEGATIVE,0.53125,0.6132642331178574,204,32,5,0,0,1
3188,education,Need education funding but my financial situation is tight. Have some credit problems. My financial situation has been challenging recently. I am uncertain about my ability to repay.,NEGATIVE,0.5321428571428571,0.9252413598403451,182,28,5,0,0,1
3189,medical,Need loan for healthcare expenses. I have different medical costs to address. My financial situation is normal with regular income. I will make payments as agreed. I have researched various loan options and believe this is the best choice for my situation.,NEUTRAL,0.5821428571428572,0.6695323237190896,256,42,6,0,0,1
3190,education,Need loan for education. I have different education-related costs to address. I have a regular income and standard credit history. I will maintain my payment schedule.,NEUTRAL,0.5,0.7337774370688606,167,26,5,0,0,1
3191,education,Trying to pay for education but facing financial difficulties. Have missed some payments recently. My income has been reduced recently and I have some payment issues. I am uncertain about my ability to repay. I have carefully planned my budget to accommodate this loan payment.,NEGATIVE,0.4875,0.9344082168106128,277,45,6,0,1,1
3192,home_improvement,Want to make some upgrades to my house.,NEUTRAL,0.5,0.7697574877587121,39,8,2,0,0,0
3193,education,Need funding for educational expenses. I have various education costs to cover. My employment is stable and I have typical payment history. I will make payments as agreed.,NEUTRAL,0.5138888888888888,0.8667682868451762,171,28,5,1,0,1
3194,medical,Emergency medical expenses that insurance won't cover.,NEGATIVE,0.5,0.8082924693911303,54,7,2,0,1,0
3195,education,Need to finish degree but struggling financially. Have some payment issues due to reduced income. My financial situation has been challenging recently. I am uncertain about my ability to repay. I have researched various loan options and believe this is the best choice for my situation.,NEGATIVE,0.5982142857142857,0.6234484586791724,286,46,6,0,1,1
3196,business,Looking to invest in my business.,NEUTRAL,0.5,0.6750197866078016,33,6,2,0,0,0
3197,debt_consolidation,Looking to consolidate multiple debts for better organization. I have a mix of credit cards and other loans. I have standard credit history and stable employment. I will make payments as agreed. I have researched various loan options and believe this is the best choice for my situation.,NEUTRAL,0.6145833333333334,0.631157986400721,287,48,6,1,0,1
3198,debt_consolidation,Need to consolidate my current debts.,NEUTRAL,0.5,0.633277317489436,37,6,2,0,0,1
3199,education,Pursuing advanced degree to advance my career.,POSITIVE,0.7,0.8000468628818864,46,7,2,0,0,0
3200,education,Need education funding but my financial situation is tight. Have some credit problems. I have some payment problems and my income is irregular. I am struggling to manage my current financial obligations. I have researched various loan options and believe this is the best choice for my situation.,NEGATIVE,0.5684523809523809,0.6292252782106694,296,48,6,0,1,1
3201,medical,Need loan for healthcare expenses.,NEUTRAL,0.5,0.8190862361764653,34,5,2,0,0,0
3202,business,Need capital for business development. I have different projects that require financing. I have a regular income and standard credit history. I plan to manage this loan responsibly. I have considered the long-term implications of this financial decision.,NEUTRAL,0.52,0.9248265094284011,254,38,6,0,0,1
3203,business,Investing in new equipment for my growing business. I have stable revenue and good credit history. My employment is secure and I have strong payment history. I have a solid plan for managing this debt responsibly.,POSITIVE,0.6558080808080808,0.8652414343661443,213,36,5,1,0,1
3204,medical,Need loan for healthcare expenses. I have different medical costs to address. I have standard credit history and stable employment. I will make payments as agreed.,NEUTRAL,0.5,0.799880669966337,163,26,5,1,0,1
3205,medical,Looking to finance medical treatment. I have several medical bills to pay. My financial situation is normal with regular income. I plan to manage this loan responsibly. I have considered the long-term implications of this financial decision.,NEUTRAL,0.521875,0.6604012621313338,241,37,6,0,0,1
3206,debt_consolidation,Need to consolidate my current debts. I have several credit accounts that I want to combine. I have a regular income and standard credit history. I will maintain my payment schedule.,NEUTRAL,0.5,0.7660076727127235,182,31,5,0,0,1
3207,medical,Need funding for medical expenses. I have various healthcare costs to cover. My employment is stable and I have typical payment history. I will make payments as agreed. I have carefully planned my budget to accommodate this loan payment.,NEUTRAL,0.4666666666666667,0.7972001834198446,237,39,6,1,0,1
3208,business,Looking to invest in my business. I have several areas that need funding. I have a regular income and standard credit history. I plan to manage this loan responsibly. I have discussed this with my financial advisor and feel confident about this decision.,NEUTRAL,0.5583333333333333,0.7788143993306642,254,43,6,1,0,1
3209,medical,Medical emergency that has impacted my ability to work. Have some credit issues due to medical expenses. My credit has suffered due to recent financial difficulties. I am struggling to manage my current financial obligations. I have considered the long-term implications of this financial decision.,NEGATIVE,0.4861111111111111,0.834644319848836,298,45,6,0,1,1
3210,education,Need funding for educational expenses. I have various education costs to cover. My financial situation is normal with regular income. I will maintain my payment schedule. I have considered the long-term implications of this financial decision.,NEUTRAL,0.5333333333333333,0.9301445566092941,243,36,6,0,0,1
3211,medical,Scheduling important medical treatment. I have strong credit and stable employment. I have a stable job with good income and excellent credit history. I am committed to maintaining my good credit standing. I have researched various loan options and believe this is the best choice for my situation.,POSITIVE,0.7645833333333334,0.8060945877740118,298,48,6,1,0,1
3212,home_improvement,Planning home improvements to update the property. I have various projects in mind. I have consistent income and average credit score. I plan to manage this loan responsibly. I have considered the long-term implications of this financial decision.,NEUTRAL,0.53,0.7482329777581435,247,38,6,0,0,1
3213,business,Starting a new business venture with a solid business plan. I have strong financial backing and experience. My financial situation is stable with consistent income and good credit. I am optimistic about my financial future.,POSITIVE,0.5759848484848484,0.824814383960061,223,35,5,1,0,1
3214,home_improvement,Want to make some upgrades to my house. I have a few different improvement projects planned. I have standard credit history and stable employment. I am committed to meeting my financial commitments.,NEUTRAL,0.475,0.6784457424033985,198,32,5,1,0,1
3215,medical,Emergency medical expenses that insurance won't cover. My income has been reduced due to illness. I have some payment problems and my income is irregular. I am facing financial challenges.,NEGATIVE,0.4791666666666667,0.8792524639565322,188,30,5,0,1,1
3216,medical,Need medical procedure that's well-planned.,POSITIVE,0.5,0.9241794835595143,43,5,2,0,0,0
3217,business,Expanding my successful small business. I have excellent credit and proven track record. My financial situation is stable with consistent income and good credit. I am optimistic about my financial future. I have discussed this with my financial advisor and feel confident about this decision.,POSITIVE,0.6475,0.8521242260388358,292,45,6,1,0,1
3218,education,Pursuing advanced degree to advance my career. I have excellent academic record and stable job. I have stable income and good credit score with no late payments. I have carefully considered this financial decision.,POSITIVE,0.6535714285714285,0.7790952161650194,214,34,5,1,0,1
3219,home_improvement,Want to make some upgrades to my house.,NEUTRAL,0.5,0.7962916003041436,39,8,2,0,0,0
3220,debt_consolidation,I want to consolidate my existing debts into one loan. I have various credit cards and personal loans. My employment is stable and I have typical payment history. I understand my financial obligations.,NEUTRAL,0.4791666666666667,0.8029990886600108,201,33,5,1,0,1
3221,home_improvement,Want to make some upgrades to my house. I have a few different improvement projects planned. I have consistent income and average credit score. I am committed to meeting my financial commitments. I have considered the long-term implications of this financial decision.,NEUTRAL,0.49166666666666664,0.643770194054545,268,42,6,0,0,1
3222,education,Pursuing advanced degree to advance my career. I have excellent academic record and stable job. I have stable income and good credit score with no late payments. I am optimistic about my financial future. I have carefully planned my budget to accommodate this loan payment.,POSITIVE,0.6343749999999999,0.7864462047356422,273,45,6,1,0,1
3223,education,Funding education to improve career prospects.,POSITIVE,0.5,0.6481107864138063,46,6,2,0,0,0
3224,business,Expanding my successful small business. I have excellent credit and proven track record. My employment is secure and I have strong payment history. I am optimistic about my financial future.,POSITIVE,0.6666666666666666,0.7558110114982713,190,30,5,1,0,1
3225,education,Investing in professional certification to increase earning potential.,POSITIVE,0.525,0.8915572171821704,70,8,2,0,0,0
3226,debt_consolidation,I want to consolidate my existing debts into one loan. I have various credit cards and personal loans. My employment is stable and I have typical payment history. I plan to manage this loan responsibly.,NEUTRAL,0.5041666666666667,0.8052742787720331,202,35,5,1,0,1
3227,home_improvement,Need urgent home repairs but my financial situation is tight. Have some payment issues recently. My financial situation has been challenging recently. I am struggling to manage my current financial obligations.,NEGATIVE,0.5229591836734694,0.9495026453380432,210,31,5,0,1,1
3228,home_improvement,Have to fix major structural issues in my house. My credit has suffered due to medical bills. My income has been reduced recently and I have some payment issues. I am struggling to manage my current financial obligations. I have discussed this with my financial advisor and feel confident about this decision.,NEGATIVE,0.52734375,0.7662886355213825,309,52,6,1,1,1
3229,medical,Need medical procedure that's well-planned.,POSITIVE,0.5,0.6153268014745616,43,5,2,0,0,0
3230,business,Trying to keep my business afloat. Have had some financial difficulties and payment issues. My financial situation has been challenging recently. I am concerned about my ability to make payments.,NEGATIVE,0.55,0.7402129036661814,195,30,5,0,1,1
3231,debt_consolidation,Looking to consolidate multiple debts for better organization.,NEUTRAL,0.625,0.7734571866737723,62,8,2,0,0,1
3232,business,Need capital for business development.,NEUTRAL,0.5,0.7112592863112689,38,5,2,0,0,0
3233,debt_consolidation,Trying to consolidate debts but my credit score has dropped due to missed payments.,NEGATIVE,0.4375,0.6098892366565338,83,14,2,0,0,1
3234,education,Investing in professional certification to increase earning potential. I have strong credit and good income. I have a stable job with good income and excellent credit history. I have carefully considered this financial decision.,POSITIVE,0.6770833333333334,0.8644619256937314,228,34,5,1,0,1
3235,medical,Emergency medical expenses that insurance won't cover. My income has been reduced due to illness. My financial situation has been challenging recently. I am struggling to manage my current financial obligations. I have compared different lenders and found this to be the most suitable option.,NEGATIVE,0.57125,0.8080915178238157,292,45,6,0,1,1
3236,education,Need education funding but my financial situation is tight. Have some credit problems. My income has been reduced recently and I have some payment issues. I am facing financial challenges. I have considered the long-term implications of this financial decision.,NEGATIVE,0.48214285714285715,0.9347491369965939,261,40,6,0,0,1
3237,debt_consolidation,Need to consolidate debts because I'm struggling to make minimum payments. Have some late payments recently. My financial situation has been challenging recently. I am struggling to manage my current financial obligations.,NEGATIVE,0.5166666666666667,0.6339143387602605,222,32,5,0,1,1
3238,debt_consolidation,Looking to consolidate multiple debts for better organization. I have a mix of credit cards and other loans. My financial situation is normal with regular income. I am committed to meeting my financial commitments.,NEUTRAL,0.5375,0.8967268165077771,214,34,5,0,0,1
3239,debt_consolidation,Looking to consolidate multiple debts for better organization.,NEUTRAL,0.625,0.9216908532238146,62,8,2,0,0,1
3240,medical,Need loan for healthcare expenses. I have different medical costs to address. My financial situation is normal with regular income. I am committed to meeting my financial commitments.,NEUTRAL,0.5125,0.8321087825182177,183,28,5,0,0,1
3241,education,Need education funding but my financial situation is tight.,NEGATIVE,0.45535714285714285,0.8437677533663122,59,9,2,0,0,1
3242,education,Trying to pay for education but facing financial difficulties. Have missed some payments recently. My financial situation has been challenging recently. I am uncertain about my ability to repay.,NEGATIVE,0.5625,0.7985274892994956,194,29,5,0,1,1
3243,debt_consolidation,Looking to consolidate multiple debts for better organization. I have a mix of credit cards and other loans. I have standard credit history and stable employment. I understand my financial obligations.,NEUTRAL,0.5375,0.9426136658321654,201,31,5,1,0,1
3244,debt_consolidation,I want to consolidate my existing debts into one loan.,NEUTRAL,0.5,0.8528335560834992,54,10,2,0,0,1
3245,home_improvement,Looking to do some home renovations.,NEUTRAL,0.5,0.6862387757297367,36,6,2,0,0,0
3246,medical,Planning elective surgery with good insurance coverage. I have stable income and excellent credit. I have stable income and good credit score with no late payments. I am confident in my ability to repay this loan. I have researched various loan options and believe this is the best choice for my situation.,POSITIVE,0.7892857142857143,0.7660682907515184,306,52,6,1,0,1
3247,medical,Need loan for healthcare expenses. I have different medical costs to address. I have a regular income and standard credit history. I will make payments as agreed. I have considered the long-term implications of this financial decision.,NEUTRAL,0.5,0.7882361141104043,235,37,6,0,0,1
3248,education,Need to finish degree but struggling financially. Have some payment issues due to reduced income. I have some payment problems and my income is irregular. I am worried about my financial situation.,NEGATIVE,0.4791666666666667,0.6869935042692449,197,32,5,0,1,1
3249,home_improvement,Looking to do some home renovations.,NEUTRAL,0.5,0.7146788450355523,36,6,2,0,0,0
3250,education,Looking to finance my education.,NEUTRAL,0.5,0.6172031041880743,32,5,2,0,0,0
3251,education,Need loan for education. I have different education-related costs to address. I have standard credit history and stable employment. I understand my financial obligations. I have discussed this with my financial advisor and feel confident about this decision.,NEUTRAL,0.55,0.704549681288179,258,38,6,1,0,1
3252,education,Pursuing advanced degree to advance my career. I have excellent academic record and stable job. I have a stable job with good income and excellent credit history. I am committed to maintaining my good credit standing.,POSITIVE,0.8166666666666667,0.9221779564896033,217,36,5,1,0,1
3253,medical,Looking to finance medical treatment. I have several medical bills to pay. I have standard credit history and stable employment. I am committed to meeting my financial commitments. I have carefully planned my budget to accommodate this loan payment.,NEUTRAL,0.49166666666666664,0.7509690018305645,249,39,6,1,0,1
3254,medical,Need medical procedure that's well-planned.,POSITIVE,0.5,0.6566402472929974,43,5,2,0,0,0
3255,business,Need emergency funding for my business. Have been having cash flow problems recently. My credit has suffered due to recent financial difficulties. I am uncertain about my ability to repay.,NEGATIVE,0.484375,0.8646932047239215,188,30,5,0,1,1
